datetime,TOWNNAME,COUNTYNAME,total_flood_loss
2025-01-01,中埔鄉,嘉義縣,0.0
2025-01-01,二林鎮,彰化縣,0.0
2025-01-01,二水鄉,彰化縣,0.0
2025-01-01,佳冬鄉,屏東縣,0.0
2025-01-01,元長鄉,雲林縣,0.0
2025-01-01,光復鄉,花蓮縣,0.0
2025-01-01,六腳鄉,嘉義縣,0.0
2025-01-01,北港鎮,雲林縣,0.0
2025-01-01,北門區,臺南市,0.0
2025-01-01,卓溪鄉,花蓮縣,0.0
2025-01-01,南州鄉,屏東縣,0.0
2025-01-01,南投市,南投縣,0.0
2025-01-01,口湖鄉,雲林縣,0.0
2025-01-01,和美鎮,彰化縣,0.0
2025-01-01,員林市,彰化縣,0.0
2025-01-01,四湖鄉,雲林縣,0.0
2025-01-01,土庫鎮,雲林縣,0.0
2025-01-01,埔里鎮,南投縣,0.0
2025-01-01,埔鹽鄉,彰化縣,0.0
2025-01-01,壽豐鄉,花蓮縣,0.0
2025-01-01,大內區,臺南市,0.0
2025-01-01,大城鄉,彰化縣,0.0
2025-01-01,大埤鄉,雲林縣,0.0
2025-01-01,大村鄉,彰化縣,0.0
2025-01-01,太保市,嘉義縣,0.0
2025-01-01,富里鄉,花蓮縣,0.0
2025-01-01,左鎮區,臺南市,0.0
2025-01-01,布袋鎮,嘉義縣,0.0
2025-01-01,彰化市,彰化縣,0.0
2025-01-01,恆春鎮,屏東縣,0.0
2025-01-01,斗六市,雲林縣,0.0
2025-01-01,斗南鎮,雲林縣,0.0
2025-01-01,新城鄉,花蓮縣,0.0
2025-01-01,新港鄉,嘉義縣,0.0
2025-01-01,新營區,臺南市,0.0
2025-01-01,旗山區,高雄市,0.0
2025-01-01,朴子市,嘉義縣,0.0
2025-01-01,東勢鄉,雲林縣,0.0
2025-01-01,東區,新竹市,0.0
2025-01-01,東港鎮,屏東縣,0.0
2025-01-01,東石鄉,嘉義縣,0.0
2025-01-01,枋寮鄉,屏東縣,0.0
2025-01-01,林邊鄉,屏東縣,0.0
2025-01-01,梅山鄉,嘉義縣,0.0
2025-01-01,民雄鄉,嘉義縣,0.0
2025-01-01,水上鄉,嘉義縣,0.0
2025-01-01,水林鄉,雲林縣,0.0
2025-01-01,溪口鄉,嘉義縣,0.0
2025-01-01,溪湖鎮,彰化縣,0.0
2025-01-01,玉里鎮,花蓮縣,0.0
2025-01-01,田中鎮,彰化縣,0.0
2025-01-01,田尾鄉,彰化縣,0.0
2025-01-01,番路鄉,嘉義縣,0.0
2025-01-01,白河區,臺南市,0.0
2025-01-01,社頭鄉,彰化縣,0.0
2025-01-01,福興鄉,彰化縣,0.0
2025-01-01,秀水鄉,彰化縣,0.0
2025-01-01,竹崎鄉,嘉義縣,0.0
2025-01-01,線西鄉,彰化縣,0.0
2025-01-01,美濃區,高雄市,0.0
2025-01-01,義竹鄉,嘉義縣,0.0
2025-01-01,臺東市,臺東縣,0.0
2025-01-01,臺西鄉,雲林縣,0.0
2025-01-01,花蓮市,花蓮縣,0.0
2025-01-01,芳苑鄉,彰化縣,0.0
2025-01-01,草屯鎮,南投縣,0.0
2025-01-01,萬榮鄉,花蓮縣,0.0
2025-01-01,虎尾鎮,雲林縣,0.0
2025-01-01,褒忠鄉,雲林縣,0.0
2025-01-01,西區,嘉義市,0.0
2025-01-01,豐濱鄉,花蓮縣,0.0
2025-01-01,長治鄉,屏東縣,0.0
2025-01-01,鳳林鎮,花蓮縣,0.0
2025-01-01,鹽水區,臺南市,0.0
2025-01-01,鹿港鎮,彰化縣,0.0
2025-01-01,鹿草鄉,嘉義縣,0.0
2025-01-01,麥寮鄉,雲林縣,0.0
2025-01-02,中埔鄉,嘉義縣,0.0
2025-01-02,二林鎮,彰化縣,0.0
2025-01-02,二水鄉,彰化縣,0.0
2025-01-02,佳冬鄉,屏東縣,0.0
2025-01-02,元長鄉,雲林縣,0.0
2025-01-02,光復鄉,花蓮縣,0.0
2025-01-02,六腳鄉,嘉義縣,0.0
2025-01-02,北港鎮,雲林縣,0.0
2025-01-02,北門區,臺南市,0.0
2025-01-02,卓溪鄉,花蓮縣,0.0
2025-01-02,南州鄉,屏東縣,0.0
2025-01-02,南投市,南投縣,0.0
2025-01-02,口湖鄉,雲林縣,0.0
2025-01-02,和美鎮,彰化縣,0.0
2025-01-02,員林市,彰化縣,0.0
2025-01-02,四湖鄉,雲林縣,0.0
2025-01-02,土庫鎮,雲林縣,0.0
2025-01-02,埔里鎮,南投縣,0.0
2025-01-02,埔鹽鄉,彰化縣,0.0
2025-01-02,壽豐鄉,花蓮縣,0.0
2025-01-02,大內區,臺南市,0.0
2025-01-02,大城鄉,彰化縣,0.0
2025-01-02,大埤鄉,雲林縣,0.0
2025-01-02,大村鄉,彰化縣,0.0
2025-01-02,太保市,嘉義縣,0.0
2025-01-02,富里鄉,花蓮縣,0.0
2025-01-02,左鎮區,臺南市,0.0
2025-01-02,布袋鎮,嘉義縣,0.0
2025-01-02,彰化市,彰化縣,0.0
2025-01-02,恆春鎮,屏東縣,0.0
2025-01-02,斗六市,雲林縣,0.0
2025-01-02,斗南鎮,雲林縣,0.0
2025-01-02,新城鄉,花蓮縣,0.0
2025-01-02,新港鄉,嘉義縣,0.0
2025-01-02,新營區,臺南市,0.0
2025-01-02,旗山區,高雄市,0.0
2025-01-02,朴子市,嘉義縣,0.0
2025-01-02,東勢鄉,雲林縣,0.0
2025-01-02,東區,新竹市,0.0
2025-01-02,東港鎮,屏東縣,0.0
2025-01-02,東石鄉,嘉義縣,0.0
2025-01-02,枋寮鄉,屏東縣,0.0
2025-01-02,林邊鄉,屏東縣,0.0
2025-01-02,梅山鄉,嘉義縣,0.0
2025-01-02,民雄鄉,嘉義縣,0.0
2025-01-02,水上鄉,嘉義縣,0.0
2025-01-02,水林鄉,雲林縣,0.0
2025-01-02,溪口鄉,嘉義縣,0.0
2025-01-02,溪湖鎮,彰化縣,0.0
2025-01-02,玉里鎮,花蓮縣,0.0
2025-01-02,田中鎮,彰化縣,0.0
2025-01-02,田尾鄉,彰化縣,0.0
2025-01-02,番路鄉,嘉義縣,0.0
2025-01-02,白河區,臺南市,0.0
2025-01-02,社頭鄉,彰化縣,0.0
2025-01-02,福興鄉,彰化縣,0.0
2025-01-02,秀水鄉,彰化縣,0.0
2025-01-02,竹崎鄉,嘉義縣,0.0
2025-01-02,線西鄉,彰化縣,0.0
2025-01-02,美濃區,高雄市,0.0
2025-01-02,義竹鄉,嘉義縣,0.0
2025-01-02,臺東市,臺東縣,0.0
2025-01-02,臺西鄉,雲林縣,0.0
2025-01-02,花蓮市,花蓮縣,0.0
2025-01-02,芳苑鄉,彰化縣,0.0
2025-01-02,草屯鎮,南投縣,0.0
2025-01-02,萬榮鄉,花蓮縣,0.0
2025-01-02,虎尾鎮,雲林縣,0.0
2025-01-02,褒忠鄉,雲林縣,0.0
2025-01-02,西區,嘉義市,0.0
2025-01-02,豐濱鄉,花蓮縣,0.0
2025-01-02,長治鄉,屏東縣,0.0
2025-01-02,鳳林鎮,花蓮縣,0.0
2025-01-02,鹽水區,臺南市,0.0
2025-01-02,鹿港鎮,彰化縣,0.0
2025-01-02,鹿草鄉,嘉義縣,0.0
2025-01-02,麥寮鄉,雲林縣,0.0
2025-01-03,中埔鄉,嘉義縣,0.0
2025-01-03,二林鎮,彰化縣,0.0
2025-01-03,二水鄉,彰化縣,0.0
2025-01-03,佳冬鄉,屏東縣,0.0
2025-01-03,元長鄉,雲林縣,0.0
2025-01-03,光復鄉,花蓮縣,0.0
2025-01-03,六腳鄉,嘉義縣,0.0
2025-01-03,北港鎮,雲林縣,0.0
2025-01-03,北門區,臺南市,0.0
2025-01-03,卓溪鄉,花蓮縣,0.0
2025-01-03,南州鄉,屏東縣,0.0
2025-01-03,南投市,南投縣,0.0
2025-01-03,口湖鄉,雲林縣,0.0
2025-01-03,和美鎮,彰化縣,0.0
2025-01-03,員林市,彰化縣,0.0
2025-01-03,四湖鄉,雲林縣,0.0
2025-01-03,土庫鎮,雲林縣,0.0
2025-01-03,埔里鎮,南投縣,0.0
2025-01-03,埔鹽鄉,彰化縣,0.0
2025-01-03,壽豐鄉,花蓮縣,0.0
2025-01-03,大內區,臺南市,0.0
2025-01-03,大城鄉,彰化縣,0.0
2025-01-03,大埤鄉,雲林縣,0.0
2025-01-03,大村鄉,彰化縣,0.0
2025-01-03,太保市,嘉義縣,0.0
2025-01-03,富里鄉,花蓮縣,0.0
2025-01-03,左鎮區,臺南市,0.0
2025-01-03,布袋鎮,嘉義縣,0.0
2025-01-03,彰化市,彰化縣,0.0
2025-01-03,恆春鎮,屏東縣,0.0
2025-01-03,斗六市,雲林縣,0.0
2025-01-03,斗南鎮,雲林縣,0.0
2025-01-03,新城鄉,花蓮縣,0.0
2025-01-03,新港鄉,嘉義縣,0.0
2025-01-03,新營區,臺南市,0.0
2025-01-03,旗山區,高雄市,0.0
2025-01-03,朴子市,嘉義縣,0.0
2025-01-03,東勢鄉,雲林縣,0.0
2025-01-03,東區,新竹市,0.0
2025-01-03,東港鎮,屏東縣,0.0
2025-01-03,東石鄉,嘉義縣,0.0
2025-01-03,枋寮鄉,屏東縣,0.0
2025-01-03,林邊鄉,屏東縣,0.0
2025-01-03,梅山鄉,嘉義縣,0.0
2025-01-03,民雄鄉,嘉義縣,0.0
2025-01-03,水上鄉,嘉義縣,0.0
2025-01-03,水林鄉,雲林縣,0.0
2025-01-03,溪口鄉,嘉義縣,0.0
2025-01-03,溪湖鎮,彰化縣,0.0
2025-01-03,玉里鎮,花蓮縣,0.0
2025-01-03,田中鎮,彰化縣,0.0
2025-01-03,田尾鄉,彰化縣,0.0
2025-01-03,番路鄉,嘉義縣,0.0
2025-01-03,白河區,臺南市,0.0
2025-01-03,社頭鄉,彰化縣,0.0
2025-01-03,福興鄉,彰化縣,0.0
2025-01-03,秀水鄉,彰化縣,0.0
2025-01-03,竹崎鄉,嘉義縣,0.0
2025-01-03,線西鄉,彰化縣,0.0
2025-01-03,美濃區,高雄市,0.0
2025-01-03,義竹鄉,嘉義縣,0.0
2025-01-03,臺東市,臺東縣,0.0
2025-01-03,臺西鄉,雲林縣,0.0
2025-01-03,花蓮市,花蓮縣,0.0
2025-01-03,芳苑鄉,彰化縣,0.0
2025-01-03,草屯鎮,南投縣,0.0
2025-01-03,萬榮鄉,花蓮縣,0.0
2025-01-03,虎尾鎮,雲林縣,0.0
2025-01-03,褒忠鄉,雲林縣,0.0
2025-01-03,西區,嘉義市,0.0
2025-01-03,豐濱鄉,花蓮縣,0.0
2025-01-03,長治鄉,屏東縣,0.0
2025-01-03,鳳林鎮,花蓮縣,0.0
2025-01-03,鹽水區,臺南市,0.0
2025-01-03,鹿港鎮,彰化縣,0.0
2025-01-03,鹿草鄉,嘉義縣,0.0
2025-01-03,麥寮鄉,雲林縣,0.0
2025-01-04,中埔鄉,嘉義縣,0.0
2025-01-04,二林鎮,彰化縣,0.0
2025-01-04,二水鄉,彰化縣,0.0
2025-01-04,佳冬鄉,屏東縣,0.0
2025-01-04,元長鄉,雲林縣,0.0
2025-01-04,光復鄉,花蓮縣,0.0
2025-01-04,六腳鄉,嘉義縣,0.0
2025-01-04,北港鎮,雲林縣,0.0
2025-01-04,北門區,臺南市,0.0
2025-01-04,卓溪鄉,花蓮縣,0.0
2025-01-04,南州鄉,屏東縣,0.0
2025-01-04,南投市,南投縣,0.0
2025-01-04,口湖鄉,雲林縣,0.0
2025-01-04,和美鎮,彰化縣,0.0
2025-01-04,員林市,彰化縣,0.0
2025-01-04,四湖鄉,雲林縣,0.0
2025-01-04,土庫鎮,雲林縣,0.0
2025-01-04,埔里鎮,南投縣,0.0
2025-01-04,埔鹽鄉,彰化縣,0.0
2025-01-04,壽豐鄉,花蓮縣,0.0
2025-01-04,大內區,臺南市,0.0
2025-01-04,大城鄉,彰化縣,0.0
2025-01-04,大埤鄉,雲林縣,0.0
2025-01-04,大村鄉,彰化縣,0.0
2025-01-04,太保市,嘉義縣,0.0
2025-01-04,富里鄉,花蓮縣,0.0
2025-01-04,左鎮區,臺南市,0.0
2025-01-04,布袋鎮,嘉義縣,0.0
2025-01-04,彰化市,彰化縣,0.0
2025-01-04,恆春鎮,屏東縣,0.0
2025-01-04,斗六市,雲林縣,0.0
2025-01-04,斗南鎮,雲林縣,0.0
2025-01-04,新城鄉,花蓮縣,0.0
2025-01-04,新港鄉,嘉義縣,0.0
2025-01-04,新營區,臺南市,0.0
2025-01-04,旗山區,高雄市,0.0
2025-01-04,朴子市,嘉義縣,0.0
2025-01-04,東勢鄉,雲林縣,0.0
2025-01-04,東區,新竹市,0.0
2025-01-04,東港鎮,屏東縣,0.0
2025-01-04,東石鄉,嘉義縣,0.0
2025-01-04,枋寮鄉,屏東縣,0.0
2025-01-04,林邊鄉,屏東縣,0.0
2025-01-04,梅山鄉,嘉義縣,0.0
2025-01-04,民雄鄉,嘉義縣,0.0
2025-01-04,水上鄉,嘉義縣,0.0
2025-01-04,水林鄉,雲林縣,0.0
2025-01-04,溪口鄉,嘉義縣,0.0
2025-01-04,溪湖鎮,彰化縣,0.0
2025-01-04,玉里鎮,花蓮縣,0.0
2025-01-04,田中鎮,彰化縣,0.0
2025-01-04,田尾鄉,彰化縣,0.0
2025-01-04,番路鄉,嘉義縣,0.0
2025-01-04,白河區,臺南市,0.0
2025-01-04,社頭鄉,彰化縣,0.0
2025-01-04,福興鄉,彰化縣,0.0
2025-01-04,秀水鄉,彰化縣,0.0
2025-01-04,竹崎鄉,嘉義縣,0.0
2025-01-04,線西鄉,彰化縣,0.0
2025-01-04,美濃區,高雄市,0.0
2025-01-04,義竹鄉,嘉義縣,0.0
2025-01-04,臺東市,臺東縣,0.0
2025-01-04,臺西鄉,雲林縣,0.0
2025-01-04,花蓮市,花蓮縣,0.0
2025-01-04,芳苑鄉,彰化縣,0.0
2025-01-04,草屯鎮,南投縣,0.0
2025-01-04,萬榮鄉,花蓮縣,0.0
2025-01-04,虎尾鎮,雲林縣,0.0
2025-01-04,褒忠鄉,雲林縣,0.0
2025-01-04,西區,嘉義市,0.0
2025-01-04,豐濱鄉,花蓮縣,0.0
2025-01-04,長治鄉,屏東縣,0.0
2025-01-04,鳳林鎮,花蓮縣,0.0
2025-01-04,鹽水區,臺南市,0.0
2025-01-04,鹿港鎮,彰化縣,0.0
2025-01-04,鹿草鄉,嘉義縣,0.0
2025-01-04,麥寮鄉,雲林縣,0.0
2025-01-05,中埔鄉,嘉義縣,0.0
2025-01-05,二林鎮,彰化縣,0.0
2025-01-05,二水鄉,彰化縣,0.0
2025-01-05,佳冬鄉,屏東縣,0.0
2025-01-05,元長鄉,雲林縣,0.0
2025-01-05,光復鄉,花蓮縣,0.0
2025-01-05,六腳鄉,嘉義縣,0.0
2025-01-05,北港鎮,雲林縣,0.0
2025-01-05,北門區,臺南市,0.0
2025-01-05,卓溪鄉,花蓮縣,0.0
2025-01-05,南州鄉,屏東縣,0.0
2025-01-05,南投市,南投縣,0.0
2025-01-05,口湖鄉,雲林縣,0.0
2025-01-05,和美鎮,彰化縣,0.0
2025-01-05,員林市,彰化縣,0.0
2025-01-05,四湖鄉,雲林縣,0.0
2025-01-05,土庫鎮,雲林縣,0.0
2025-01-05,埔里鎮,南投縣,0.0
2025-01-05,埔鹽鄉,彰化縣,0.0
2025-01-05,壽豐鄉,花蓮縣,0.0
2025-01-05,大內區,臺南市,0.0
2025-01-05,大城鄉,彰化縣,0.0
2025-01-05,大埤鄉,雲林縣,0.0
2025-01-05,大村鄉,彰化縣,0.0
2025-01-05,太保市,嘉義縣,0.0
2025-01-05,富里鄉,花蓮縣,0.0
2025-01-05,左鎮區,臺南市,0.0
2025-01-05,布袋鎮,嘉義縣,0.0
2025-01-05,彰化市,彰化縣,0.0
2025-01-05,恆春鎮,屏東縣,0.0
2025-01-05,斗六市,雲林縣,0.0
2025-01-05,斗南鎮,雲林縣,0.0
2025-01-05,新城鄉,花蓮縣,0.0
2025-01-05,新港鄉,嘉義縣,0.0
2025-01-05,新營區,臺南市,0.0
2025-01-05,旗山區,高雄市,0.0
2025-01-05,朴子市,嘉義縣,0.0
2025-01-05,東勢鄉,雲林縣,0.0
2025-01-05,東區,新竹市,0.0
2025-01-05,東港鎮,屏東縣,0.0
2025-01-05,東石鄉,嘉義縣,0.0
2025-01-05,枋寮鄉,屏東縣,0.0
2025-01-05,林邊鄉,屏東縣,0.0
2025-01-05,梅山鄉,嘉義縣,0.0
2025-01-05,民雄鄉,嘉義縣,0.0
2025-01-05,水上鄉,嘉義縣,0.0
2025-01-05,水林鄉,雲林縣,0.0
2025-01-05,溪口鄉,嘉義縣,0.0
2025-01-05,溪湖鎮,彰化縣,0.0
2025-01-05,玉里鎮,花蓮縣,0.0
2025-01-05,田中鎮,彰化縣,0.0
2025-01-05,田尾鄉,彰化縣,0.0
2025-01-05,白河區,臺南市,0.0
2025-01-05,社頭鄉,彰化縣,0.0
2025-01-05,福興鄉,彰化縣,0.0
2025-01-05,秀水鄉,彰化縣,0.0
2025-01-05,竹崎鄉,嘉義縣,0.0
2025-01-05,線西鄉,彰化縣,0.0
2025-01-05,美濃區,高雄市,0.0
2025-01-05,義竹鄉,嘉義縣,0.0
2025-01-05,臺東市,臺東縣,0.0
2025-01-05,臺西鄉,雲林縣,0.0
2025-01-05,花蓮市,花蓮縣,0.0
2025-01-05,芳苑鄉,彰化縣,0.0
2025-01-05,草屯鎮,南投縣,0.0
2025-01-05,萬榮鄉,花蓮縣,0.0
2025-01-05,虎尾鎮,雲林縣,0.0
2025-01-05,褒忠鄉,雲林縣,0.0
2025-01-05,西區,嘉義市,0.0
2025-01-05,豐濱鄉,花蓮縣,0.0
2025-01-05,長治鄉,屏東縣,0.0
2025-01-05,鳳林鎮,花蓮縣,0.0
2025-01-05,鹽水區,臺南市,0.0
2025-01-05,鹿港鎮,彰化縣,0.0
2025-01-05,鹿草鄉,嘉義縣,0.0
2025-01-05,麥寮鄉,雲林縣,0.0
2025-01-06,中埔鄉,嘉義縣,0.0
2025-01-06,二林鎮,彰化縣,0.0
2025-01-06,二水鄉,彰化縣,0.0
2025-01-06,佳冬鄉,屏東縣,0.0
2025-01-06,元長鄉,雲林縣,0.0
2025-01-06,光復鄉,花蓮縣,0.0
2025-01-06,六腳鄉,嘉義縣,0.0
2025-01-06,北港鎮,雲林縣,0.0
2025-01-06,北門區,臺南市,0.0
2025-01-06,卓溪鄉,花蓮縣,0.0
2025-01-06,南州鄉,屏東縣,0.0
2025-01-06,南投市,南投縣,0.0
2025-01-06,口湖鄉,雲林縣,0.0
2025-01-06,和美鎮,彰化縣,0.0
2025-01-06,員林市,彰化縣,0.0
2025-01-06,四湖鄉,雲林縣,0.0
2025-01-06,土庫鎮,雲林縣,0.0
2025-01-06,埔里鎮,南投縣,0.0
2025-01-06,埔鹽鄉,彰化縣,0.0
2025-01-06,壽豐鄉,花蓮縣,0.0
2025-01-06,大內區,臺南市,0.0
2025-01-06,大城鄉,彰化縣,0.0
2025-01-06,大埤鄉,雲林縣,0.0
2025-01-06,大村鄉,彰化縣,0.0
2025-01-06,太保市,嘉義縣,0.0
2025-01-06,富里鄉,花蓮縣,0.0
2025-01-06,左鎮區,臺南市,0.0
2025-01-06,布袋鎮,嘉義縣,0.0
2025-01-06,彰化市,彰化縣,0.0
2025-01-06,恆春鎮,屏東縣,0.0
2025-01-06,斗六市,雲林縣,0.0
2025-01-06,斗南鎮,雲林縣,0.0
2025-01-06,新城鄉,花蓮縣,0.0
2025-01-06,新港鄉,嘉義縣,0.0
2025-01-06,新營區,臺南市,0.0
2025-01-06,旗山區,高雄市,0.0
2025-01-06,朴子市,嘉義縣,0.0
2025-01-06,東勢鄉,雲林縣,0.0
2025-01-06,東區,新竹市,0.0
2025-01-06,東港鎮,屏東縣,0.0
2025-01-06,東石鄉,嘉義縣,0.0
2025-01-06,枋寮鄉,屏東縣,0.0
2025-01-06,林邊鄉,屏東縣,0.0
2025-01-06,梅山鄉,嘉義縣,0.0
2025-01-06,民雄鄉,嘉義縣,0.0
2025-01-06,水上鄉,嘉義縣,0.0
2025-01-06,水林鄉,雲林縣,0.0
2025-01-06,溪口鄉,嘉義縣,0.0
2025-01-06,溪湖鎮,彰化縣,0.0
2025-01-06,玉里鎮,花蓮縣,0.0
2025-01-06,田中鎮,彰化縣,0.0
2025-01-06,田尾鄉,彰化縣,0.0
2025-01-06,白河區,臺南市,0.0
2025-01-06,社頭鄉,彰化縣,0.0
2025-01-06,福興鄉,彰化縣,0.0
2025-01-06,秀水鄉,彰化縣,0.0
2025-01-06,竹崎鄉,嘉義縣,0.0
2025-01-06,線西鄉,彰化縣,0.0
2025-01-06,美濃區,高雄市,0.0
2025-01-06,義竹鄉,嘉義縣,0.0
2025-01-06,臺東市,臺東縣,0.0
2025-01-06,臺西鄉,雲林縣,0.0
2025-01-06,花蓮市,花蓮縣,0.0
2025-01-06,芳苑鄉,彰化縣,0.0
2025-01-06,草屯鎮,南投縣,0.0
2025-01-06,萬榮鄉,花蓮縣,0.0
2025-01-06,虎尾鎮,雲林縣,0.0
2025-01-06,褒忠鄉,雲林縣,0.0
2025-01-06,西區,嘉義市,0.0
2025-01-06,豐濱鄉,花蓮縣,0.0
2025-01-06,長治鄉,屏東縣,0.0
2025-01-06,鳳林鎮,花蓮縣,0.0
2025-01-06,鹽水區,臺南市,0.0
2025-01-06,鹿港鎮,彰化縣,0.0
2025-01-06,鹿草鄉,嘉義縣,0.0
2025-01-06,麥寮鄉,雲林縣,0.0
2025-01-07,中埔鄉,嘉義縣,0.0
2025-01-07,二林鎮,彰化縣,0.0
2025-01-07,二水鄉,彰化縣,0.0
2025-01-07,佳冬鄉,屏東縣,0.0
2025-01-07,元長鄉,雲林縣,0.0
2025-01-07,光復鄉,花蓮縣,0.0
2025-01-07,六腳鄉,嘉義縣,0.0
2025-01-07,北港鎮,雲林縣,0.0
2025-01-07,北門區,臺南市,0.0
2025-01-07,卓溪鄉,花蓮縣,0.0
2025-01-07,南州鄉,屏東縣,0.0
2025-01-07,南投市,南投縣,0.0
2025-01-07,口湖鄉,雲林縣,0.0
2025-01-07,和美鎮,彰化縣,0.0
2025-01-07,員林市,彰化縣,0.0
2025-01-07,四湖鄉,雲林縣,0.0
2025-01-07,土庫鎮,雲林縣,0.0
2025-01-07,埔里鎮,南投縣,0.0
2025-01-07,埔鹽鄉,彰化縣,0.0
2025-01-07,壽豐鄉,花蓮縣,0.0
2025-01-07,大內區,臺南市,0.0
2025-01-07,大城鄉,彰化縣,0.0
2025-01-07,大埤鄉,雲林縣,0.0
2025-01-07,大村鄉,彰化縣,0.0
2025-01-07,太保市,嘉義縣,0.0
2025-01-07,富里鄉,花蓮縣,0.0
2025-01-07,左鎮區,臺南市,0.0
2025-01-07,布袋鎮,嘉義縣,0.0
2025-01-07,彰化市,彰化縣,0.0
2025-01-07,恆春鎮,屏東縣,0.0
2025-01-07,斗六市,雲林縣,0.0
2025-01-07,斗南鎮,雲林縣,0.0
2025-01-07,新城鄉,花蓮縣,0.0
2025-01-07,新港鄉,嘉義縣,0.0
2025-01-07,新營區,臺南市,0.0
2025-01-07,旗山區,高雄市,0.0
2025-01-07,朴子市,嘉義縣,0.0
2025-01-07,東勢鄉,雲林縣,0.0
2025-01-07,東區,新竹市,0.0
2025-01-07,東港鎮,屏東縣,0.0
2025-01-07,東石鄉,嘉義縣,0.0
2025-01-07,枋寮鄉,屏東縣,0.0
2025-01-07,林邊鄉,屏東縣,0.0
2025-01-07,梅山鄉,嘉義縣,0.0
2025-01-07,民雄鄉,嘉義縣,0.0
2025-01-07,水上鄉,嘉義縣,0.0
2025-01-07,水林鄉,雲林縣,0.0
2025-01-07,溪口鄉,嘉義縣,0.0
2025-01-07,溪湖鎮,彰化縣,0.0
2025-01-07,玉里鎮,花蓮縣,0.0
2025-01-07,田中鎮,彰化縣,0.0
2025-01-07,田尾鄉,彰化縣,0.0
2025-01-07,白河區,臺南市,0.0
2025-01-07,社頭鄉,彰化縣,0.0
2025-01-07,福興鄉,彰化縣,0.0
2025-01-07,秀水鄉,彰化縣,0.0
2025-01-07,竹崎鄉,嘉義縣,0.0
2025-01-07,線西鄉,彰化縣,0.0
2025-01-07,美濃區,高雄市,0.0
2025-01-07,義竹鄉,嘉義縣,0.0
2025-01-07,臺東市,臺東縣,0.0
2025-01-07,臺西鄉,雲林縣,0.0
2025-01-07,花蓮市,花蓮縣,0.0
2025-01-07,芳苑鄉,彰化縣,0.0
2025-01-07,草屯鎮,南投縣,0.0
2025-01-07,萬榮鄉,花蓮縣,0.0
2025-01-07,虎尾鎮,雲林縣,0.0
2025-01-07,褒忠鄉,雲林縣,0.0
2025-01-07,西區,嘉義市,0.0
2025-01-07,豐濱鄉,花蓮縣,0.0
